Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty
1773, Count Items Matching a Rule,"['Array', 'String']",84.70%,FALSE,Easy
1774, Closest Dessert Cost,"['Array', 'Dynamic Programming', '1+']",47.80%,FALSE,Medium
1775, Equal Sum Arrays With Minimum Number of Operations,"['Array', 'Hash Table', 'Greedy', '1+']",53.80%,FALSE,Medium
1776, Car Fleet II,"['Array', 'Math', 'Stack', '2+']",55.70%,FALSE,Hard
1777, Product's Price for Each Store,['Database'],82.40%,TRUE,Easy
1778, Shortest Path in a Hidden Grid,"['Depth-First Search', '3+']",41.30%,TRUE,Medium
1779, Find Nearest Point That Has the Same X or Y Coordinate,['Array'],69.00%,FALSE,Easy
1780, Check if Number is a Sum of Powers of Three,['Math'],68.30%,FALSE,Medium
1781, Sum of Beauty of All Substrings,"['Hash Table', 'String', 'Counting']",68.30%,FALSE,Medium
1782, Count Pairs Of Nodes,"['Array', 'Two Pointers', 'Binary Search', '2+']",40.40%,FALSE,Hard
1783, Grand Slam Titles,['Database'],83.20%,TRUE,Medium
1784, Check if Binary String Has at Most One Segment of Ones,['String'],39.30%,FALSE,Easy
1785, Minimum Elements to Add to Form a Given Sum,"['Array', 'Greedy']",43.90%,FALSE,Medium
1786, Number of Restricted Paths From First to Last Node,"['Dynamic Programming', 'Graph', '3+']",39.30%,FALSE,Medium
1787, Make the XOR of All Segments Equal to Zero,"['Array', 'Dynamic Programming', '1+']",39.70%,FALSE,Hard
1788, Maximize the Beauty of the Garden,"['Array', 'Hash Table', 'Greedy', '1+']",65.40%,TRUE,Hard
1789, Primary Department for Each Employee,['Database'],67.30%,FALSE,Easy
1790, Check if One String Swap Can Make Strings Equal,"['Hash Table', 'String', 'Counting']",46.00%,FALSE,Easy
1791, Find Center of Star Graph,['Graph'],86.60%,FALSE,Easy
1792, Maximum Average Pass Ratio,"['Array', 'Greedy', 'Heap (Priority Queue)']",54.40%,FALSE,Medium
1793, Maximum Score of a Good Subarray,"['Array', 'Two Pointers', 'Binary Search', '2+']",64.30%,FALSE,Hard
1794, Count Pairs of Equal Substrings With Minimum Difference,"['Hash Table', 'String', 'Greedy']",65.00%,TRUE,Medium
1795, Rearrange Products Table,['Database'],85.40%,FALSE,Easy
1796, Second Largest Digit in a String,"['Hash Table', 'String']",51.00%,FALSE,Easy
1797, Design Authentication Manager,"['Hash Table', 'Linked List', 'Design', '1+']",57.90%,FALSE,Medium
1798, Maximum Number of Consecutive Values You Can Make,"['Array', 'Greedy', 'Sorting']",61.30%,FALSE,Medium
1799, Maximize Score After N Operations,"['Array', 'Math', '5+']",57.80%,FALSE,Hard
1800, Maximum Ascending Subarray Sum,['Array'],62.00%,FALSE,Easy
1801, Number of Orders in the Backlog,"['Array', 'Heap (Priority Queue)', 'Simulation']",50.60%,FALSE,Medium
1802, Maximum Value at a Given Index in a Bounded Array,"['Binary Search', 'Greedy']",39.10%,FALSE,Medium
1803, Count Pairs With XOR in a Range,"['Array', 'Bit Manipulation', 'Trie']",48.20%,FALSE,Hard
1804, Implement Trie II (Prefix Tree),"['Hash Table', 'String', 'Design', '1+']",62.90%,TRUE,Medium
1805, Number of Different Integers in a String,"['Hash Table', 'String']",38.60%,FALSE,Easy
1806, Minimum Number of Operations to Reinitialize a Permutation,"['Array', 'Math', 'Simulation']",73.10%,FALSE,Medium
1807, Evaluate the Bracket Pairs of a String,"['Array', 'Hash Table', 'String']",67.30%,FALSE,Medium
1808, Maximize Number of Nice Divisors,"['Math', 'Recursion', 'Number Theory']",33.90%,FALSE,Hard
1809, Ad-Free Sessions,['Database'],58.60%,TRUE,Easy
1810, Minimum Path Cost in a Hidden Grid,"['Depth-First Search', '4+']",57.50%,TRUE,Medium
1811, Find Interview Candidates,['Database'],60.70%,TRUE,Medium
1812, Determine Color of a Chessboard Square,"['Math', 'String']",78.90%,FALSE,Easy
1813, Sentence Similarity III,"['Array', 'Two Pointers', 'String']",48.90%,FALSE,Medium
1814, Count Nice Pairs in an Array,"['Array', 'Hash Table', 'Math', '1+']",48.60%,FALSE,Medium
1815, Maximum Number of Groups Getting Fresh Donuts,"['Array', 'Dynamic Programming', '3+']",40.10%,FALSE,Hard
1816, Truncate Sentence,"['Array', 'String']",85.70%,FALSE,Easy
1817, Finding the Users Active Minutes,"['Array', 'Hash Table']",80.40%,FALSE,Medium
1818, Minimum Absolute Sum Difference,"['Array', 'Binary Search', 'Sorting', '1+']",30.90%,FALSE,Medium
1819, Number of Different Subsequences GCDs,"['Array', 'Math', 'Counting', '1+']",41.40%,FALSE,Hard
1820, Maximum Number of Accepted Invitations,"['Array', 'Depth-First Search', 'Graph', '1+']",51.10%,TRUE,Medium
1821, Find Customers With Positive Revenue this Year,['Database'],87.80%,TRUE,Easy
1822, Sign of the Product of an Array,"['Array', 'Math']",65.30%,FALSE,Easy
1823, Find the Winner of the Circular Game,"['Array', 'Math', 'Recursion', '2+']",81.80%,FALSE,Medium
1824, Minimum Sideway Jumps,"['Array', 'Dynamic Programming', 'Greedy']",50.40%,FALSE,Medium
1825, Finding MK Average,"['Design', 'Queue', '3+']",37.50%,FALSE,Hard
1826, Faulty Sensor,"['Array', 'Two Pointers']",50.30%,TRUE,Easy
1827, Minimum Operations to Make the Array Increasing,"['Array', 'Greedy']",80.40%,FALSE,Easy
1828, Queries on Number of Points Inside a Circle,"['Array', 'Math', 'Geometry']",86.40%,FALSE,Medium
1829, Maximum XOR for Each Query,"['Array', 'Bit Manipulation', 'Prefix Sum']",77.10%,FALSE,Medium
1830, Minimum Number of Operations to Make String Sorted,"['Math', 'String', 'Combinatorics']",50.20%,FALSE,Hard
1831, Maximum Transaction Each Day,['Database'],82.00%,TRUE,Medium
1832, Check if the Sentence Is Pangram,"['Hash Table', 'String']",83.50%,FALSE,Easy
1833, Maximum Ice Cream Bars,"['Array', 'Greedy', 'Sorting', '1+']",73.80%,FALSE,Medium
1834, Single-Threaded CPU,"['Array', 'Sorting', 'Heap (Priority Queue)']",45.90%,FALSE,Medium
1835, Find XOR Sum of All Pairs Bitwise AND,"['Array', 'Math', 'Bit Manipulation']",61.30%,FALSE,Hard
1836, Remove Duplicates From an Unsorted Linked List,"['Hash Table', 'Linked List']",74.80%,TRUE,Medium
1837, Sum of Digits in Base K,['Math'],77.60%,FALSE,Easy
1838, Frequency of the Most Frequent Element,"['Array', 'Binary Search', 'Greedy', '3+']",44.10%,FALSE,Medium
1839, Longest Substring Of All Vowels in Order,"['String', 'Sliding Window']",49.70%,FALSE,Medium
1840, Maximum Building Height,"['Array', 'Math', 'Sorting']",36.70%,FALSE,Hard
1841, League Statistics,['Database'],53.40%,TRUE,Medium
1842, Next Palindrome Using Same Digits,"['Two Pointers', 'String']",53.50%,TRUE,Hard
1843, Suspicious Bank Accounts,['Database'],45.00%,TRUE,Medium
1844, Replace All Digits with Characters,['String'],81.80%,FALSE,Easy
1845, Seat Reservation Manager,"['Design', 'Heap (Priority Queue)']",69.50%,FALSE,Medium
1846, Maximum Element After Decreasing and Rearranging,"['Array', 'Greedy', 'Sorting']",65.80%,FALSE,Medium
1847, Closest Room,"['Array', 'Binary Search', 'Sorting', '1+']",38.80%,FALSE,Hard
1848, Minimum Distance to the Target Element,['Array'],54.40%,FALSE,Easy
1849, Splitting a String Into Descending Consecutive Values,"['String', 'Backtracking']",36.50%,FALSE,Medium
1850, Minimum Adjacent Swaps to Reach the Kth Smallest Number,"['Two Pointers', 'String', 'Greedy']",71.60%,FALSE,Medium
1851, Minimum Interval to Include Each Query,"['Array', 'Binary Search', 'Line Sweep', '2+']",50.80%,FALSE,Hard
1852, Distinct Numbers in Each Subarray,"['Array', 'Hash Table', 'Sliding Window']",71.60%,TRUE,Medium
1853, Convert Date Format,['Database'],85.60%,TRUE,Easy
1854, Maximum Population Year,"['Array', 'Counting', 'Prefix Sum']",61.50%,FALSE,Easy
1855, Maximum Distance Between a Pair of Values,"['Array', 'Two Pointers', 'Binary Search']",53.40%,FALSE,Medium
1856, Maximum Subarray Min-Product,"['Array', 'Stack', 'Monotonic Stack', '1+']",38.40%,FALSE,Medium
1857, Largest Color Value in a Directed Graph,"['Hash Table', 'Dynamic Programming', '4+']",49.70%,FALSE,Hard
1858, Longest Word With All Prefixes,"['Depth-First Search', 'Trie']",71.10%,TRUE,Medium
1859, Sorting the Sentence,"['String', 'Sorting']",83.40%,FALSE,Easy
1860, Incremental Memory Leak,"['Math', 'Simulation']",72.50%,FALSE,Medium
1861, Rotating the Box,"['Array', 'Two Pointers', 'Matrix']",68.00%,FALSE,Medium
1862, Sum of Floored Pairs,"['Array', 'Math', 'Binary Search', '1+']",29.10%,FALSE,Hard
1863, Sum of All Subset XOR Totals,"['Array', 'Math', 'Backtracking', '3+']",87.80%,FALSE,Easy
1864, Minimum Number of Swaps to Make the Binary String Alternating,"['String', 'Greedy']",43.60%,FALSE,Medium
1865, Finding Pairs With a Certain Sum,"['Array', 'Hash Table', 'Design']",51.10%,FALSE,Medium
1866, Number of Ways to Rearrange Sticks With K Sticks Visible,"['Math', 'Dynamic Programming', '1+']",58.10%,FALSE,Hard
1867, Orders With Maximum Quantity Above Average,['Database'],71.00%,TRUE,Medium
1868, Product of Two Run-Length Encoded Arrays,"['Array', 'Two Pointers']",58.80%,TRUE,Medium
1869, Longer Contiguous Segments of Ones than Zeros,['String'],61.50%,FALSE,Easy
1870, Minimum Speed to Arrive on Time,"['Array', 'Binary Search']",46.90%,FALSE,Medium
1871, Jump Game VII,"['String', 'Dynamic Programming', '2+']",25.10%,FALSE,Medium
1872, Stone Game VIII,"['Array', 'Math', '3+']",53.40%,FALSE,Hard
1873, Calculate Special Bonus,['Database'],57.50%,FALSE,Easy
1874, Minimize Product Sum of Two Arrays,"['Array', 'Greedy', 'Sorting']",89.50%,TRUE,Medium
1875, Group Employees of the Same Salary,['Database'],67.00%,TRUE,Medium
1876, Substrings of Size Three with Distinct Characters,"['Hash Table', 'String', '2+']",74.40%,FALSE,Easy
1877, Minimize Maximum Pair Sum in Array,"['Array', 'Two Pointers', 'Greedy', '1+']",81.50%,FALSE,Medium
1878, Get Biggest Three Rhombus Sums in a Grid,"['Array', 'Math', 'Sorting', '3+']",48.40%,FALSE,Medium
1879, Minimum XOR Sum of Two Arrays,"['Array', 'Dynamic Programming', '2+']",48.40%,FALSE,Hard
1880, Check if Word Equals Summation of Two Words,['String'],74.50%,FALSE,Easy
1881, Maximum Value after Insertion,"['String', 'Greedy']",38.30%,FALSE,Medium
1882, Process Tasks Using Servers,"['Array', 'Heap (Priority Queue)']",40.60%,FALSE,Medium
1883, Minimum Skips to Arrive at Meeting On Time,"['Array', 'Dynamic Programming']",38.00%,FALSE,Hard
1884, Egg Drop With 2 Eggs and N Floors,"['Math', 'Dynamic Programming']",73.40%,FALSE,Medium
1885, Count Pairs in Two Arrays,"['Array', 'Two Pointers', 'Binary Search', '1+']",60.50%,TRUE,Medium
1886, Determine Whether Matrix Can Be Obtained By Rotation,"['Array', 'Matrix']",57.60%,FALSE,Easy
1887, Reduction Operations to Make the Array Elements Equal,"['Array', 'Sorting']",72.80%,FALSE,Medium
1888, Minimum Number of Flips to Make the Binary String Alternating,"['String', 'Dynamic Programming', '2+']",40.20%,FALSE,Medium
1889, Minimum Space Wasted From Packaging,"['Array', 'Binary Search', 'Sorting', '1+']",32.00%,FALSE,Hard
1890, The Latest Login in 2020,['Database'],77.30%,FALSE,Easy
1891, Cutting Ribbons,"['Array', 'Binary Search']",49.90%,TRUE,Medium
1892, Page Recommendations II,['Database'],44.40%,TRUE,Hard
1893, Check if All the Integers in a Range Are Covered,"['Array', 'Hash Table', 'Prefix Sum']",50.10%,FALSE,Easy
1894, Find the Student that Will Replace the Chalk,"['Array', 'Binary Search', 'Simulation', '1+']",53.20%,FALSE,Medium
1895, Largest Magic Square,"['Array', 'Matrix', 'Prefix Sum']",53.10%,FALSE,Medium
1896, Minimum Cost to Change the Final Value of Expression,"['Math', 'String', '2+']",53.50%,FALSE,Hard
1897, Redistribute Characters to Make All Strings Equal,"['Hash Table', 'String', 'Counting']",67.10%,FALSE,Easy
1898, Maximum Number of Removable Characters,"['Array', 'Two Pointers', 'String', '1+']",44.50%,FALSE,Medium
1899, Merge Triplets to Form Target Triplet,"['Array', 'Greedy']",66.70%,FALSE,Medium
1900, The Earliest and Latest Rounds Where Players Compete,"['Dynamic Programming', 'Memoization']",50.60%,FALSE,Hard
1901, Find a Peak Element II,"['Array', 'Binary Search', 'Matrix']",52.30%,FALSE,Medium
1902, Depth of BST Given Insertion Order,"['Array', 'Tree', 'Binary Search Tree', '2+']",43.10%,TRUE,Medium
1903, Largest Odd Number in String,"['Math', 'String', 'Greedy']",64.00%,FALSE,Easy
1904, The Number of Full Rounds You Have Played,"['Math', 'String']",44.00%,FALSE,Medium
1905, Count Sub Islands,"['Array', 'Depth-First Search', '3+']",72.90%,FALSE,Medium
1906, Minimum Absolute Difference Queries,"['Array', 'Hash Table']",44.60%,FALSE,Medium
1907, Count Salary Categories,['Database'],62.10%,FALSE,Medium
1908, Game of Nim,"['Array', 'Math', '4+']",63.20%,TRUE,Medium
1909, Remove One Element to Make the Array Strictly Increasing,['Array'],28.10%,FALSE,Easy
1910, Remove All Occurrences of a Substring,"['String', 'Stack', 'Simulation']",78.10%,FALSE,Medium
1911, Maximum Alternating Subsequence Sum,"['Array', 'Dynamic Programming']",58.80%,FALSE,Medium
1912, Design Movie Rental System,"['Array', 'Hash Table', 'Design', '2+']",36.70%,FALSE,Hard
1913, Maximum Product Difference Between Two Pairs,"['Array', 'Sorting']",82.90%,FALSE,Easy
1914, Cyclically Rotating a Grid,"['Array', 'Matrix', 'Simulation']",49.90%,FALSE,Medium
1915, Number of Wonderful Substrings,"['Hash Table', 'String', '2+']",66.80%,FALSE,Medium
1916, Count Ways to Build Rooms in an Ant Colony,"['Math', 'Dynamic Programming', '4+']",48.90%,FALSE,Hard
1917, Leetcodify Friends Recommendations,['Database'],27.40%,TRUE,Hard
1918, Kth Smallest Subarray Sum,"['Array', 'Binary Search', 'Sliding Window']",52.80%,TRUE,Medium
1919, Leetcodify Similar Friends,['Database'],42.30%,TRUE,Hard
1920, Build Array from Permutation,"['Array', 'Simulation']",90.10%,FALSE,Easy
1921, Eliminate Maximum Number of Monsters,"['Array', 'Greedy', 'Sorting']",50.90%,FALSE,Medium
1922, Count Good Numbers,"['Math', 'Recursion']",47.10%,FALSE,Medium
1923, Longest Common Subpath,"['Array', 'Binary Search', 'Rolling Hash', '2+']",28.60%,FALSE,Hard
1924, Erect the Fence II,"['Array', 'Math', 'Geometry']",50.00%,TRUE,Hard
1925, Count Square Sum Triples,"['Math', 'Enumeration']",68.30%,FALSE,Easy
1926, Nearest Exit from Entrance in Maze,"['Array', 'Breadth-First Search', 'Matrix']",46.90%,FALSE,Medium
1927, Sum Game,"['Math', 'String', 'Greedy', '1+']",47.90%,FALSE,Medium
1928, Minimum Cost to Reach Destination in Time,"['Array', 'Dynamic Programming', 'Graph']",39.00%,FALSE,Hard
1929, Concatenation of Array,"['Array', 'Simulation']",90.20%,FALSE,Easy
1930, Unique Length-3 Palindromic Subsequences,"['Hash Table', 'String', '2+']",66.10%,FALSE,Medium
1931, Painting a Grid With Three Different Colors,['Dynamic Programming'],58.20%,FALSE,Hard
1932, Merge BSTs to Create Single BST,"['Hash Table', 'Binary Search', 'Tree', '2+']",36.50%,FALSE,Hard
1933, Check if String Is Decomposable Into Value-Equal Substrings,['String'],51.00%,TRUE,Easy
1934, Confirmation Rate,['Database'],59.90%,FALSE,Medium
1935, Maximum Number of Words You Can Type,"['Hash Table', 'String']",74.00%,FALSE,Easy
1936, Add Minimum Number of Rungs,"['Array', 'Greedy']",43.10%,FALSE,Medium
1937, Maximum Number of Points with Cost,"['Array', 'Dynamic Programming', 'Matrix']",42.90%,FALSE,Medium
1938, Maximum Genetic Difference Query,"['Array', 'Hash Table', '3+']",43.10%,FALSE,Hard
1939, Users That Actively Request Confirmation Messages,['Database'],56.30%,TRUE,Easy
1940, Longest Common Subsequence Between Sorted Arrays,"['Array', 'Hash Table', 'Counting']",81.30%,TRUE,Medium
1941, Check if All Characters Have Equal Number of Occurrences,"['Hash Table', 'String', 'Counting']",78.10%,FALSE,Easy
1942, The Number of the Smallest Unoccupied Chair,"['Array', 'Hash Table', 'Heap (Priority Queue)']",60.90%,FALSE,Medium
1943, Describe the Painting,"['Array', 'Hash Table', 'Sorting', '1+']",50.50%,FALSE,Medium
1944, Number of Visible People in a Queue,"['Array', 'Stack', 'Monotonic Stack']",70.10%,FALSE,Hard
1945, Sum of Digits of String After Convert,"['String', 'Simulation']",74.90%,FALSE,Easy
1946, Largest Number After Mutating Substring,"['Array', 'String', 'Greedy']",36.40%,FALSE,Medium
1947, Maximum Compatibility Score Sum,"['Array', 'Dynamic Programming', '3+']",62.90%,FALSE,Medium
1948, Delete Duplicate Folders in System,"['Array', 'Hash Table', 'String', '2+']",54.80%,FALSE,Hard
1949, Strong Friendship,['Database'],54.70%,TRUE,Medium
1950, Maximum of Minimum Values in All Subarrays,"['Array', 'Stack', 'Monotonic Stack']",49.30%,TRUE,Medium
1951, All the Pairs With the Maximum Number of Common Followers,['Database'],68.90%,TRUE,Medium
1952, Three Divisors,"['Math', 'Enumeration', 'Number Theory']",61.40%,FALSE,Easy
1953, Maximum Number of Weeks for Which You Can Work,"['Array', 'Greedy']",41.00%,FALSE,Medium
1954, Minimum Garden Perimeter to Collect Enough Apples,"['Math', 'Binary Search']",54.80%,FALSE,Medium
1955, Count Number of Special Subsequences,"['Array', 'Dynamic Programming']",51.60%,FALSE,Hard
1956, Minimum Time For K Virus Variants to Spread,"['Array', 'Math', 'Binary Search', '2+']",48.20%,TRUE,Hard
1957, Delete Characters to Make Fancy String,['String'],72.20%,FALSE,Easy
1958, Check if Move is Legal,"['Array', 'Matrix', 'Enumeration']",49.30%,FALSE,Medium
1959, Minimum Total Space Wasted With K Resizing Operations,"['Array', 'Dynamic Programming']",43.30%,FALSE,Medium
1960, Maximum Product of the Length of Two Palindromic Substrings,"['String', 'Rolling Hash', 'Hash Function']",31.30%,FALSE,Hard
1961, Check If String Is a Prefix of Array,"['Array', 'Two Pointers', 'String']",52.90%,FALSE,Easy
1962, Remove Stones to Minimize the Total,"['Array', 'Greedy', 'Heap (Priority Queue)']",63.40%,FALSE,Medium
1963, Minimum Number of Swaps to Make the String Balanced,"['Two Pointers', 'String', 'Stack', '1+']",78.00%,FALSE,Medium
1964, Find the Longest Valid Obstacle Course at Each Position,"['Array', 'Binary Search', 'Binary Indexed Tree']",62.80%,FALSE,Hard
1965, Employees With Missing Information,['Database'],72.50%,FALSE,Easy
1966, Binary Searchable Numbers in an Unsorted Array,"['Array', 'Binary Search']",64.00%,TRUE,Medium
1967, Number of Strings That Appear as Substrings in Word,"['Array', 'String']",81.40%,FALSE,Easy
1968, Array With Elements Not Equal to Average of Neighbors,"['Array', 'Greedy', 'Sorting']",50.50%,FALSE,Medium
1969, Minimum Non-Zero Product of the Array Elements,"['Math', 'Greedy', 'Recursion']",35.90%,FALSE,Medium
1970, Last Day Where You Can Still Cross,"['Array', 'Binary Search', '4+']",61.90%,FALSE,Hard
1971, Find if Path Exists in Graph,"['Depth-First Search', '3+']",53.80%,FALSE,Easy
1972, First and Last Call On the Same Day,['Database'],50.80%,TRUE,Hard
1973, Count Nodes Equal to Sum of Descendants,"['Tree', 'Depth-First Search', 'Binary Tree']",76.80%,TRUE,Medium
1974, Minimum Time to Type Word Using Special Typewriter,"['String', 'Greedy']",75.90%,FALSE,Easy
1975, Maximum Matrix Sum,"['Array', 'Greedy', 'Matrix']",50.70%,FALSE,Medium
1976, Number of Ways to Arrive at Destination,"['Dynamic Programming', 'Graph', '2+']",27.80%,FALSE,Medium
1977, Number of Ways to Separate Numbers,"['String', 'Dynamic Programming', '1+']",21.00%,FALSE,Hard
1978, Employees Whose Manager Left the Company,['Database'],48.80%,FALSE,Easy
1979, Find Greatest Common Divisor of Array,"['Array', 'Math', 'Number Theory']",78.30%,FALSE,Easy
1980, Find Unique Binary String,"['Array', 'Hash Table', 'String', '1+']",74.80%,FALSE,Medium
1981, Minimize the Difference Between Target and Chosen Elements,"['Array', 'Dynamic Programming', 'Matrix']",35.40%,FALSE,Medium
1982, Find Array Given Subset Sums,"['Array', 'Divide and Conquer']",48.90%,FALSE,Hard
1983, Widest Pair of Indices With Equal Range Sum,"['Array', 'Hash Table', 'Prefix Sum']",53.90%,TRUE,Medium
1984, Minimum Difference Between Highest and Lowest of K Scores,"['Array', 'Sliding Window', 'Sorting']",57.60%,FALSE,Easy
1985, Find the Kth Largest Integer in the Array,"['Array', 'String', 'Divide and Conquer', '3+']",46.10%,FALSE,Medium
1986, Minimum Number of Work Sessions to Finish the Tasks,"['Array', 'Dynamic Programming', '3+']",33.50%,FALSE,Medium
1987, Number of Unique Good Subsequences,"['String', 'Dynamic Programming']",52.20%,FALSE,Hard
1988, Find Cutoff Score for Each School,['Database'],66.90%,TRUE,Medium
1989, Maximum Number of People That Can Be Caught in Tag,"['Array', 'Greedy']",51.00%,TRUE,Medium
1990, Count the Number of Experiments,['Database'],49.30%,TRUE,Medium
1991, Find the Middle Index in Array,"['Array', 'Prefix Sum']",67.80%,FALSE,Easy
1992, Find All Groups of Farmland,"['Array', 'Depth-First Search', '2+']",75.70%,FALSE,Medium
1993, Operations on Tree,"['Array', 'Hash Table', 'Tree', '3+']",46.40%,FALSE,Medium
1994, The Number of Good Subsets,"['Array', 'Math', '3+']",35.60%,FALSE,Hard
1995, Count Special Quadruplets,"['Array', 'Hash Table', 'Enumeration']",62.00%,FALSE,Easy
1996, The Number of Weak Characters in the Game,"['Array', 'Stack', 'Greedy', '2+']",44.10%,FALSE,Medium
1997, First Day Where You Have Been in All the Rooms,"['Array', 'Dynamic Programming']",37.70%,FALSE,Medium
1998, GCD Sort of an Array,"['Array', 'Math', 'Union Find', '2+']",46.20%,FALSE,Hard
1999, Smallest Greater Multiple Made of Two Digits,"['Math', 'Enumeration']",48.40%,TRUE,Medium
2000, Reverse Prefix of Word,"['Two Pointers', 'String', 'Stack']",86.30%,FALSE,Easy
2007, Find Original Array From Doubled Array,"['Array', 'Hash Table', 'Greedy', '1+']",40.50%,FALSE,Medium
2008, Maximum Earnings From Taxi,"['Array', 'Hash Table', 'Binary Search', '2+']",44.40%,FALSE,Medium
2009, Minimum Number of Operations to Make Array Continuous,"['Array', 'Hash Table', 'Binary Search', '1+']",52.60%,FALSE,Hard
2010, The Number of Seniors and Juniors to Join the Company II,['Database'],62.90%,TRUE,Hard
2011, Final Value of Variable After Performing Operations,"['Array', 'String', 'Simulation']",89.50%,FALSE,Easy
2012, Sum of Beauty in the Array,['Array'],48.60%,FALSE,Medium
2013, Detect Squares,"['Array', 'Hash Table', 'Design', '1+']",51.50%,FALSE,Medium
2014, Longest Subsequence Repeated k Times,"['String', 'Backtracking', 'Greedy', '2+']",55.90%,FALSE,Hard
2015, Average Height of Buildings in Each Segment,"['Array', 'Greedy', 'Sorting', '1+']",59.80%,TRUE,Medium
2016, Maximum Difference Between Increasing Elements,['Array'],57.60%,FALSE,Easy
2017, Grid Game,"['Array', 'Matrix', 'Prefix Sum']",46.20%,FALSE,Medium
2018, Check if Word Can Be Placed In Crossword,"['Array', 'Matrix', 'Enumeration']",49.90%,FALSE,Medium
2019, The Score of Students Solving Math Expression,"['Array', 'Math', 'String', '3+']",33.70%,FALSE,Hard
2020, Number of Accounts That Did Not Stream,['Database'],72.10%,TRUE,Medium
2021, Brightest Position on Street,"['Array', 'Prefix Sum', 'Ordered Set']",61.50%,TRUE,Medium
2022, Convert 1D Array Into 2D Array,"['Array', 'Matrix', 'Simulation']",71.60%,FALSE,Easy
2023, Number of Pairs of Strings With Concatenation Equal to Target,"['Array', 'Hash Table', 'String', '1+']",75.20%,FALSE,Medium
2024, Maximize the Confusion of an Exam,"['String', 'Binary Search', '2+']",67.70%,FALSE,Medium
2025, Maximum Number of Ways to Partition an Array,"['Array', 'Hash Table', 'Counting', '2+']",34.30%,FALSE,Hard
2026, Low-Quality Problems,['Database'],84.30%,TRUE,Easy
2027, Minimum Moves to Convert String,"['String', 'Greedy']",55.70%,FALSE,Easy
2028, Find Missing Observations,"['Array', 'Math', 'Simulation']",57.50%,FALSE,Medium
2029, Stone Game IX,"['Array', 'Math', 'Greedy', '2+']",28.90%,FALSE,Medium
2030, Smallest K-Length Subsequence With Occurrences of a Letter,"['String', 'Stack', 'Greedy', '1+']",39.50%,FALSE,Hard
2031, Count Subarrays With More Ones Than Zeros,"['Array', 'Binary Search', '5+']",51.60%,TRUE,Medium
2032, Two Out of Three,"['Array', 'Hash Table', 'Bit Manipulation']",75.90%,FALSE,Easy
2033, Minimum Operations to Make a Uni-Value Grid,"['Array', 'Math', 'Sorting', '1+']",53.60%,FALSE,Medium
2034, Stock Price Fluctuation,"['Hash Table', 'Design', '3+']",48.60%,FALSE,Medium
2035, Partition Array Into Two Arrays to Minimize Sum Difference,"['Array', 'Two Pointers', 'Binary Search', '4+']",20.80%,FALSE,Hard
2036, Maximum Alternating Subarray Sum,"['Array', 'Dynamic Programming']",39.90%,TRUE,Medium
2037, Minimum Number of Moves to Seat Everyone,"['Array', 'Greedy', 'Sorting', '1+']",87.50%,FALSE,Easy
2038, Remove Colored Pieces if Both Neighbors are the Same Color,"['Math', 'String', 'Greedy', '1+']",62.80%,FALSE,Medium
2039, The Time When the Network Becomes Idle,"['Array', 'Breadth-First Search', 'Graph']",52.80%,FALSE,Medium
2040, Kth Smallest Product of Two Sorted Arrays,"['Array', 'Binary Search']",29.30%,FALSE,Hard
2041, Accepted Candidates From the Interviews,['Database'],78.50%,TRUE,Medium
2042, Check if Numbers Are Ascending in a Sentence,['String'],70.50%,FALSE,Easy
2043, Simple Bank System,"['Array', 'Hash Table', 'Design', '1+']",63.70%,FALSE,Medium
2044, Count Number of Maximum Bitwise-OR Subsets,"['Array', 'Backtracking', '2+']",88.20%,FALSE,Medium
2045, Second Minimum Time to Reach Destination,"['Breadth-First Search', 'Graph', '1+']",63.00%,FALSE,Hard
2046, Sort Linked List Already Sorted Using Absolute Values,"['Linked List', 'Two Pointers', 'Sorting']",66.90%,TRUE,Medium
2047, Number of Valid Words in a Sentence,['String'],29.50%,FALSE,Easy
2048, Next Greater Numerically Balanced Number,"['Math', 'Backtracking', 'Enumeration']",48.80%,FALSE,Medium
2049, Count Nodes With the Highest Score,"['Array', 'Tree', 'Depth-First Search', '1+']",50.30%,FALSE,Medium
2050, Parallel Courses III,"['Array', 'Dynamic Programming', '2+']",67.10%,FALSE,Hard
2051, The Category of Each Member in the Store,['Database'],70.20%,TRUE,Medium
2052, Minimum Cost to Separate Sentence Into Rows,"['Array', 'Dynamic Programming']",49.70%,TRUE,Medium
2053, Kth Distinct String in an Array,"['Array', 'Hash Table', 'String', '1+']",82.10%,FALSE,Easy
2054, Two Best Non-Overlapping Events,"['Array', 'Binary Search', '3+']",46.80%,FALSE,Medium
2055, Plates Between Candles,"['Array', 'String', 'Binary Search', '1+']",45.50%,FALSE,Medium
2056, Number of Valid Move Combinations On Chessboard,"['Array', 'String', 'Backtracking', '1+']",52.30%,FALSE,Hard
2057, Smallest Index With Equal Value,['Array'],73.20%,FALSE,Easy
2058, Find the Minimum and Maximum Number of Nodes Between Critical Points,['Linked List'],69.60%,FALSE,Medium
2059, Minimum Operations to Convert Number,"['Array', 'Breadth-First Search']",49.80%,FALSE,Medium
2060, Check if an Original String Exists Given Two Encoded Strings,"['String', 'Dynamic Programming']",43.80%,FALSE,Hard
2061, Number of Spaces Cleaning Robot Cleaned,"['Array', 'Matrix', 'Simulation']",62.50%,TRUE,Medium
